ID Pelanggan,Tanggal Pembelian,Nama,Jenis Kelamin,Pendapatan,Produk,Harga,Jumlah,Total,Tingkat Kepuasan
2bea56fb,2023-01-09,John Brown,Perempuan,950000,Bluetooth Speaker,100000,1,100000,1
984b9b2a,2023-01-09,Hannah Hernandez,Perempuan,1200000,Home Theater System,100000,4,400000,2
d450d60b,2023-01-09,Victoria Collins,Laki-laki,400000,Hair Dryer,500000,1,500000,4
6d856fb1,2023-01-09,Aaron Perez,Perempuan,600.000,Keyboard,250.000,6,1.500.000,1
19e1030a,2023-01-09,Hannah Perez,Perempuan,600.000,Power Bank,100.000,1,100.000,1
e6810026,2023-01-09,Abigail Gonzalez,Perempuan,600000,Hair Dryer,500000,1,500000,4
3cc90bb4,2023-01-09,Jason King,Perempuan,400000,External Hard Drive,250000,4,1000000,5
550d9b12,2023-01-09,Jacob Turner,Perempuan,950000,Smart Home Hub,250000,3,750000,1
63cf7db4,2023-01-09,Andrew King,Perempuan,1200000,Washing Machine,250000,2,500000,4
aa8bf1c3,2023-01-09,Riley King,Laki-laki,400000,Charger,1000000,4,4000000,5
aca58ede,2023-01-09,Scarlett Perez,Perempuan,950000,Toaster,500000,1,500000,1
eb4859f0,2023-01-09,Zoey Clark,Laki-laki,400000,Mouse,1000000,1,1000000,5
58ca7146,2023-01-09,Hazel Smith,Perempuan,1200000,Webcam,1000000,3,3000000,4
26693622,2023-01-09,Abigail Campbell,Laki-laki,600.000,Charger,1.000.000,2,2.000.000,2
50696a48,2023-01-09,Victoria Williams,Perempuan,600.000,Smart Thermostat,1.000.000,6,6.000.000,2
9126385c,2023-01-09,Mia Mitchell,Laki-laki,400000,Refrigerator,100000,2,200000,5
2fb990d6,2023-01-09,Joseph Thomas,Perempuan,1200000,Headphones,250000,4,1000000,5
6752ef3b,2023-01-09,Audrey Moore,Perempuan,400000,Oven,500000,2,1000000,5
bb438416,2023-01-09,Rudi Campbell,Laki-laki,1200000,Air Purifier,500000,4,2000000,4
cb8b66b2,2023-01-09,Riley Taylor,Laki-laki,1200000,Monitor,1000000,2,2000000,4
c87174f8,2023-01-09,Sari Robinson,Perempuan,400000,Air Fryer,1000000,3,3000000,2
9c386f4a,2023-01-09,Kevin Smith,Perempuan,1200000,E-Reader,100000,2,200000,5
19360139,2023-01-09,Lillian Evans,Laki-laki,1200000,Vacuum Cleaner,100000,2,200000,4
78aca613,2023-01-09,Owen Allen,Laki-laki,400000,E-Reader,1000000,4,4000000,2
e620cbf7,2023-01-09,Ava Clark,Perempuan,600000,Portable Fan,100000,1,100000,2
12114dea,2023-01-09,Sofia Allen,Perempuan,950000,Bluetooth Speaker,1000000,4,4000000,3
213ec24f,2023-01-09,Laura Lewis,Perempuan,950000,Electric Shaver,1000000,4,4000000,2
5295d751,2023-01-09,Jack Davis,Perempuan,1200000,Smart Lock,250000,2,500000,5
4b575ab7,2023-01-09,James Mitchell,Perempuan,950000,Printer,100000,4,400000,1
978a792e,2023-01-09,Andrew Martin,Perempuan,400000,Electric Kettle,250000,3,750000,2
b1bcd3b8,2023-01-09,Olivia Williams,Laki-laki,600000,Projector,250000,1,250000,2
4586d9d5,2023-01-09,Sari Robinson,Laki-laki,950000,Desk Lamp,100000,1,100000,2
b3329079,2023-01-09,Justin Thompson,Laki-laki,600000,Vacuum Cleaner,1000000,3,3000000,4
bf280e49,2023-01-09,Harper Hill,Perempuan,600000,Soundbar,500000,4,2000000,2
9057110d,2023-01-09,Hazel Hall,Perempuan,400.000,Wind Turbine,500.000,8,4.000.000,3
7501e5b4,2023-01-09,Scarlett Davis,Perempuan,600000,E-Reader,250000,2,500000,2
0f9fca68,2023-01-09,Michael Edwards,Laki-laki,1200000,Flash Drive,500000,1,500000,4
05ebf9d9,2023-01-09,William Perez,Laki-laki,1200000,Webcam,500000,4,2000000,3
8a7f752d,2023-01-09,Mia Davis,Perempuan,600000,Electric Shaver,500000,4,2000000,2
234201d3,2023-01-09,Christopher Adams,Laki-laki,950000,Keyboard,1000000,2,2000000,1
40d9bcce,2023-01-09,Zoey Scott,Laki-laki,1200000,Headphones,500000,2,1000000,2
96670266,2023-01-09,Elijah Phillips,Perempuan,950000,Projector,500000,4,2000000,2
9a5de0e9,2023-01-09,Luke Jones,Laki-laki,400.000,Washing Machine,500.000,2,1.000.000,3
0e4670c1,2023-01-09,Sophia Davis,Laki-laki,400.000,Power Bank,250.000,2,500.000,1
1ed8c4f1,2023-01-09,Scarlett Perez,Laki-laki,950000,Electric Toothbrush,500000,3,1500000,3
857e9d36,2023-01-09,Chloe Martinez,Laki-laki,1200000,Toaster,500000,4,2000000,2
f2a25499,2023-01-09,Charlotte Campbell,Perempuan,400000,Printer,100000,2,200000,5
70ca5084,2023-01-09,Stella Phillips,Perempuan,600000,Bluetooth Speaker,100000,3,300000,4
2868861c,2023-01-09,Olivia Walker,Laki-laki,1200000,Home Theater System,500000,3,1500000,1
e24b8d17,2023-01-09,Evelyn Baker,Perempuan,1200000,Straightening Iron,1000000,4,4000000,4
96b40c34,2023-01-09,Sofia Scott,Perempuan,600000,Hair Dryer,500000,3,1500000,1
6811467a,2023-01-09,Sofia Nelson,Laki-laki,600000,Air Fryer,1000000,2,2000000,2
7da8f986,2023-01-09,Abigail Hall,Laki-laki,950000,Toaster,250000,3,750000,1
c3f01d3d,2023-01-09,Harper Hill,Perempuan,1200000,Smart Thermostat,1000000,3,3000000,5
79af44de,2023-01-09,Jessica Lee,Laki-laki,950000,Headphones,500000,4,2000000,2
cd20c6db,2023-01-09,Anthony Moore,Laki-laki,600000,Dehumidifier,500000,2,1000000,4
e4812ca5,2023-01-09,James Campbell,Laki-laki,1200000,Gaming Console,100000,4,400000,3
ca0da823,2023-01-09,Luna Allen,Laki-laki,950000,Gaming Console,500000,2,1000000,2
b60fb2e3,2023-01-09,Aria Martinez,Perempuan,950000,Charger,100000,4,400000,4
71f9dee2,2023-01-09,Arif Lewis,Perempuan,600000,Smart Lock,500000,2,1000000,4
f15cb0d1,2023-01-09,Nina Rodriguez,Laki-laki,400000,Home Theater System,1000000,2,2000000,1
80f1f61a,2023-01-09,Elijah Green,Laki-laki,950000,Tablet,100000,1,100000,1
de8e601b,2023-01-09,Alexander Davis,Laki-laki,1200000,Smart Home Hub,1000000,2,2000000,2
083fa275,2023-01-09,Daniel Edwards,Laki-laki,1200000,3D Printer,250000,2,500000,4
c41ba014,2023-01-09,Ella Turner,Laki-laki,950000,Charger,250000,2,500000,5
6a83b13e,2023-01-09,Grace Taylor,Laki-laki,1200000,Mouse,500000,2,1000000,2
513accbb,2023-01-09,Brian Miller,Laki-laki,600000,Blender,1000000,1,1000000,3
a804ec43,2023-01-09,Adam Robinson,Laki-laki,400000,Curling Iron,250000,2,500000,3
de9d6d16,2023-01-09,Benjamin Davis,Laki-laki,600000,Speaker,100000,4,400000,5
3d92107a,2023-01-09,Sari Wright,Perempuan,950000,Electric Toothbrush,250000,3,750000,4
7ce44ad1,2023-01-09,Ayu Johnson,Perempuan,400.000,Security Camera,250.000,2,500.000,1
811d85c8,2023-01-09,Amelia Taylor,Perempuan,1200000,Drone,100000,1,100000,5
c1411897,2023-01-09,Tyler Allen,Laki-laki,400000,Straightening Iron,250000,3,750000,1
66c6160a,2023-01-09,Eric Roberts,Perempuan,1200000,Dishwasher,100000,3,300000,4
3eb30d04,2023-01-09,Layla Allen,Perempuan,600000,Smart Doorbell,500000,2,1000000,4
2b12cd7a,2023-01-09,Ella Campbell,Perempuan,400000,Smart Lock,100000,3,300000,5
9f930c7c,2023-01-09,Penelope Jones,Perempuan,950000,Charger,250000,3,750000,1
9935d641,2023-01-09,Joseph Hall,Perempuan,400000,Fitness Tracker,1000000,3,3000000,5
96cf2408,2023-01-09,Adam Rodriguez,Perempuan,400000,Sewing Machine,500000,2,1000000,3
1cc492f4,2023-01-09,Olivia Rodriguez,Laki-laki,400000,Curling Iron,100000,4,400000,5
5c24f2be,2023-01-09,Stella Harris,Perempuan,400000,Speaker,100000,3,300000,5
e854156c,2023-01-09,Joseph White,Laki-laki,600000,Smart Thermostat,500000,1,500000,3
6dc11268,2023-01-09,Christopher Anderson,Perempuan,400000,Sewing Machine,1000000,3,3000000,2
30b67d4f,2023-01-09,Ayu Hernandez,Laki-laki,400000,Router,100000,2,200000,1
f39a6b45,2023-01-09,Zoey Clark,Perempuan,600000,Blender,500000,2,1000000,4
818ddcd6,2023-01-09,Olivia Rodriguez,Perempuan,400000,Security Camera,100000,4,400000,5
a395a376,2023-01-09,Steven Hall,Laki-laki,1200000,HDMI Cable,1000000,4,4000000,4
29cbb0d9,2023-01-09,Gavin Robinson,Perempuan,600000,Oven,1000000,1,1000000,3
e1cbbc4c,2023-01-09,Tyler Davis,Perempuan,600000,HDMI Cable,1000000,4,4000000,3
a1dc8947,2023-01-09,Adam Brown,Laki-laki,400000,Router,500000,4,2000000,5
4682f5ef,2023-01-09,Owen Mitchell,Laki-laki,600000,Gaming Console,500000,1,500000,3
7f9b3b65,2023-01-09,Scarlett,Laki-laki,1200000,Smart Home Hub,1000000,1,1000000,4
2d5a0d56,2023-01-09,Lillian Lopez,Laki-laki,400000,Monitor,250000,2,500000,1
da87f181,2023-01-09,Logan Hill,Laki-laki,400000,Drone,100000,3,300000,4
a9d14ed4,2023-01-09,Charlotte Davis,Laki-laki,1200000,Security Camera,500000,2,1000000,5
acf5cd7b,2023-01-09,Rudi Smith,Laki-laki,950.000,Monitor,500.000,8,4.000.000,2
28053eb6,2023-01-09,Budi Turner,Laki-laki,600000,Washing Machine,1000000,4,4000000,3
e75fa80e,2023-01-09,Zoey Lopez,Perempuan,600000,Vacuum Cleaner,100000,4,400000,4
9d248f3a,2023-01-09,Andrew Taylor,Laki-laki,600000,Monitor,100000,1,100000,2
dcb7b32e,2023-01-09,Abigail Rodriguez,Laki-laki,600000,Electric Shaver,250000,4,1000000,1
da0cbd99,2023-01-09,Kevin Allen,Perempuan,400000,Flash Drive,1000000,4,4000000,4
ea14975b,2023-01-09,John Campbell,Perempuan,600000,Laptop,100000,2,200000,1
bba8b0c2,2023-01-09,Tina Lopez,Laki-laki,400000,Refrigerator,250000,4,1000000,4
11c6315b,2023-01-09,Aria Baker,Laki-laki,1.200.000,Coffee Maker,1.000.000,2,2.000.000,1
84f49b2e,2023-01-09,Connor Martin,Laki-laki,600000,Flash Drive,1000000,3,3000000,1
02edb598,2023-01-09,Aubrey Hill,Perempuan,950000,Solar Panel,500000,1,500000,4
0e80098a,2023-01-09,Anthony Allen,Laki-laki,400000,Coffee Maker,100000,1,100000,1
9b68dd47,2023-01-09,Dinda Moore,Perempuan,950000,Refrigerator,500000,1,500000,3
a9db93e1,2023-01-09,Alexander Clark,Perempuan,1.200.000,Oven,500.000,2,1.000.000,2
75b82e8a,2023-01-09,Elizabeth Jones,Perempuan,400000,Soundbar,1000000,1,1000000,5
3ccd5e26,2023-01-09,Kevin Smith,Perempuan,1200000,Flash Drive,500000,1,500000,1
ad3cd80e,2023-01-09,Elijah Scott,Perempuan,1200000,Camera,500000,1,500000,5
1fe23e35,2023-01-09,Olivia Williams,Laki-laki,950000,Portable Fan,1000000,4,4000000,2
288d44b8,2023-01-09,Justin Thompson,Laki-laki,950000,Printer,1000000,2,2000000,5
9c9dd895,2023-01-09,Thomas Wright,Perempuan,1.200.000,Laptop,250.000,2,500.000,2
746b108d,2023-01-09,John Rodriguez,Laki-laki,1200000,Smartphone,1000000,1,1000000,2
af024752,2023-01-09,Aaron Hill,Laki-laki,600000,Hair Dryer,250000,3,750000,4
4c39b447,2023-01-09,Charlotte Phillips,Laki-laki,600000,Router,500000,4,2000000,2
18977d69,2023-01-09,Sari Johnson,Laki-laki,1200000,Projector,100000,2,200000,5
7b1da118,2023-01-09,Tyler White,Perempuan,1200000,Drone,250000,2,500000,3
b5057514,2023-01-09,Joshua Nelson,Laki-laki,950000,Keyboard,500000,1,500000,4
fb36d85e,2023-01-09,Ian Parker,Perempuan,1200000,Air Fryer,1000000,2,2000000,5
6c2905ae,2023-01-09,Logan Carter,Perempuan,1200000,Flash Drive,100000,3,300000,3
e3e6ad86,2023-01-09,David Thompson,Laki-laki,950000,Power Bank,250000,3,750000,4
00351b80,2023-01-09,Gavin Nelson,Laki-laki,600.000,Smart Home Hub,100.000,6,600.000,1
58f619b7,2023-01-09,Chloe Phillips,Perempuan,400.000,Router,250.000,8,2.000.000,4
b1e78e7a,2023-01-09,Brian Baker,Perempuan,600000,Headphones,250000,4,1000000,3
9ad3ff41,2023-01-09,William Hall,Perempuan,950000,Smart Thermostat,250000,3,750000,2
e86be469,2023-01-09,Eric Wright,Perempuan,400000,E-Reader,1000000,3,3000000,2
95713cc2,2023-01-09,Dian Martin,Laki-laki,400000,Keyboard,100000,3,300000,3
8956dc3d,2023-01-10,Gavin Robinson,Laki-laki,950000,Air Purifier,100000,3,300000,2
cc4e970d,2023-01-10,Thomas Scott,Perempuan,1200000,Wind Turbine,100000,1,100000,1
76375311,2023-01-10,Elijah Scott,Laki-laki,1200000,Wind Turbine,1000000,4,4000000,3
1106bfe7,2023-01-10,Zoey Moore,Perempuan,1200000,Oven,500000,3,1500000,3
9296206a,2023-01-10,Victoria Martinez,Perempuan,950000,Bluetooth Speaker,500000,3,1500000,2
df772661,2023-01-10,Riley Taylor,Laki-laki,950000,Mouse,250000,3,750000,2
b8ede3a8,2023-01-10,Ava Thomas,Perempuan,1200000,Power Bank,1000000,2,2000000,2
24eef113,2023-01-10,Olivia Collins,Perempuan,600000,Speaker,100000,2,200000,5
4cfa1dd7,2023-01-10,Michael Martin,Perempuan,400.000,Oven,250.000,2,500.000,4
a20b7df6,2023-01-10,Ryan Carter,Perempuan,600.000,Tablet,250.000,4,1.000.000,3
ed91a4df,2023-01-10,Tina Adams,Perempuan,600000,Keyboard,250000,1,250000,2
5d09d552,2023-01-10,Ava Allen,Laki-laki,400000,Water Purifier,250000,1,250000,5
8f2153a7,2023-01-10,Lillian Evans,Perempuan,1200000,Monitor,250000,2,500000,3
c178ff8c,2023-01-10,Stella Miller,Perempuan,1.200.000,Dehumidifier,500.000,6,3.000.000,1
55d04091,2023-01-10,Harper Moore,Laki-laki,400000,Action Camera,1000000,1,1000000,5
852642a7,2023-01-10,Benjamin Campbell,Perempuan,950.000,Webcam,500.000,8,4.000.000,4
225800ea,2023-01-10,Mila Walker,Laki-laki,1200000,Speaker,100000,2,200000,3
a9236dac,2023-01-10,Brian Baker,Perempuan,950000,Dishwasher,500000,2,1000000,4
c3392520,2023-01-10,Aria Hall,Laki-laki,1200000,Air Fryer,100000,1,100000,4
930fc4b3,2023-01-10,Audrey Williams,Perempuan,950000,Home Theater System,1000000,4,4000000,5
eaffdf0a,2023-01-10,Sofia Jackson,Laki-laki,950000,Tablet,250000,4,1000000,1
a6c2ed93,2023-01-10,Ethan Anderson,Laki-laki,950.000,External Hard Drive,250.000,3,750.000,3
69686fff,2023-01-10,Budi Perez,Perempuan,400000,Camera,500000,2,1000000,1
bf929a08,2023-01-10,Elijah Green,Perempuan,400000,Water Purifier,100000,1,100000,3
3f1a7ead,2023-01-10,Benjamin Evans,Laki-laki,1200000,Bluetooth Speaker,1000000,3,3000000,5
e4f5dba8,2023-01-10,Dian Rodriguez,Laki-laki,400000,Security Camera,500000,1,500000,4
ab30e4db,2023-01-10,Grace Martinez,Laki-laki,600000,Washing Machine,100000,4,400000,4
b6e52093,2023-01-10,Ethan Anderson,Laki-laki,1200000,Dishwasher,100000,4,400000,4
b23296ed,2023-01-10,Isabella Hill,Laki-laki,400000,Router,100000,1,100000,4
a12aaa47,2023-01-10,Grace Lewis,Laki-laki,400000,Smartwatch,500000,2,1000000,2
a6261ebb,2023-01-10,Aubrey Lewis,Laki-laki,1200000,E-Reader,100000,4,400000,5
ccaf62a8,2023-01-10,Harper Harris,Laki-laki,600000,Smartwatch,250000,3,750000,5
e840b3a4,2023-01-10,Lily Lewis,Perempuan,400000,Washing Machine,100000,2,200000,5
a37c3581,2023-01-10,Robert White,Perempuan,1200000,Smart Thermostat,500000,3,1500000,2
5adbddaf,2023-01-10,Nina Young,Laki-laki,400000,Flash Drive,500000,3,1500000,4
9b495f86,2023-01-10,Stella Rodriguez,Perempuan,400000,Microwave Oven,1000000,4,4000000,5
0a2919a9,2023-01-10,Sarah Brown,Laki-laki,600000,3D Printer,500000,4,2000000,2
190c393e,2023-01-10,Samuel Roberts,Perempuan,950000,Monitor,250000,2,500000,4
43e5d452,2023-01-10,Alexander Nelson,Perempuan,400000,Projector,250000,3,750000,4
408499df,2023-01-10,Nina Phillips,Laki-laki,950000,Desk Lamp,1000000,1,1000000,2
f75d91a2,2023-01-10,Laura Nelson,Perempuan,950000,Washing Machine,500000,3,1500000,3
fa46f58b,2023-01-10,Budi Clark,Perempuan,600000,Drone,250000,4,1000000,1
f1052c43,2023-01-10,Grace Evans,Perempuan,600000,Wind Turbine,1000000,3,3000000,2
fdf9bfa5,2023-01-10,Grace Evans,Laki-laki,600000,Smart Lock,100000,4,400000,3
d234e9a4,2023-01-10,Lily Lewis,Laki-laki,400000,Hair Dryer,100000,1,100000,4
9d3d3314,2023-01-10,Ika Hernandez,Perempuan,1200000,Action Camera,1000000,3,3000000,1
6c8f10f0,2023-01-10,Lucy Brown,Perempuan,950000,Speaker,1000000,1,1000000,4
970daf87,2023-01-10,Arif Lewis,Perempuan,1200000,Blender,250000,1,250000,3
4efbc23f,2023-01-10,Rudi Evans,Perempuan,1200000,3D Printer,100000,4,400000,4
8bed5d5b,2023-01-10,Isabella Anderson,Laki-laki,600000,Refrigerator,1000000,4,4000000,1
453af010,2023-01-10,Ella Young,Perempuan,950000,Oven,500000,4,2000000,3
bf40cf6d,2023-01-10,Elijah Green,Perempuan,600000,Webcam,100000,4,400000,3
93e9162c,2023-01-10,Thomas Scott,Perempuan,600000,Smart Home Hub,1000000,1,1000000,1
934795b1,2023-01-10,Aaron Mitchell,Laki-laki,600000,Electric Kettle,250000,4,1000000,3
ec014b1b,2023-01-10,Christopher Lopez,Laki-laki,600000,Router,250000,2,500000,3
df1c14b4,2023-01-10,Steven Adams,Laki-laki,600000,Drone,500000,1,500000,3
ba300814,2023-01-10,Arif Clark,Laki-laki,1200000,Home Theater System,250000,3,750000,1
bd7e4021,2023-01-10,Daniel Hall,Perempuan,1.200.000,Coffee Maker,1.000.000,2,2.000.000,2
520dcf41,2023-01-10,Dian Thomas,Laki-laki,600000,Dishwasher,1000000,1,1000000,3
5df52258,2023-01-10,Sofia Johnson,Perempuan,400000,Flash Drive,500000,3,1500000,2
eb9fe3a3,2023-01-10,Olivia Collins,Perempuan,400000,Electric Toothbrush,500000,4,2000000,1
33e2251e,2023-01-10,Adam Evans,Perempuan,600000,Air Fryer,500000,1,500000,4
dca8155e,2023-01-10,Madison Wright,Perempuan,950000,Power Bank,500000,2,1000000,1
f0f0f59d,2023-01-10,John Collins,Laki-laki,1200000,Dehumidifier,250000,4,1000000,3
20c96129,2023-01-10,Lucy Brown,Perempuan,600000,Water Purifier,250000,1,250000,3
5fa632d9,2023-01-10,Jacob Williams,Perempuan,950000,Washing Machine,500000,1,500000,5
a324c43a,2023-01-10,Mia Lopez,Laki-laki,950000,Dryer,100000,3,300000,1
7281dc03,2023-01-10,Alexander Phillips,Perempuan,400000,Router,100000,3,300000,5
1eb72f0a,2023-01-10,Lily Turner,Perempuan,950000,Speaker,250000,4,1000000,4
15d54357,2023-01-10,Brian Parker,Laki-laki,950000,Mouse,500000,2,1000000,2
45e739dc,2023-01-10,Nathan Smith,Perempuan,950000,Smartphone,500000,4,2000000,4
1a5d5c62,2023-01-10,Mila Campbell,Laki-laki,400000,Coffee Maker,500000,4,2000000,4
fa9b3644,2023-01-10,Steven Adams,Laki-laki,950000,Monitor,500000,3,1500000,5
31de1e4d,2023-01-10,Alexander Davis,Laki-laki,400000,3D Printer,100000,3,300000,2
1d498d94,2023-01-10,Nora Johnson,Perempuan,1200000,Smartphone,500000,4,2000000,4
8a536dba,2023-01-10,Elijah Phillips,Perempuan,1200000,Home Theater System,500000,1,500000,1
161ef4b7,2023-01-10,Layla Lewis,Laki-laki,400000,Router,100000,2,200000,1
90fba259,2023-01-10,Sofia Allen,Laki-laki,1200000,Power Bank,250000,3,750000,5
8552e3ec,2023-01-10,Owen Gonzalez,Perempuan,400000,Mouse,250000,2,500000,5
687562de,2023-01-10,Sari Green,Laki-laki,400000,Laptop,1000000,2,2000000,1
ddf9a46a,2023-01-10,Dian Rodriguez,Laki-laki,1200000,Printer,500000,1,500000,2
e58f523f,2023-01-10,Eric Wilson,Laki-laki,950000,Power Bank,500000,3,1500000,3
66fd8f58,2023-01-10,Mia Taylor,Laki-laki,1200000,Tablet,1000000,1,1000000,2
0bd9d9b3,2023-01-10,Nicholas Robinson,Perempuan,600000,Projector,250000,1,250000,1
3f171aba,2023-01-10,Mila Martinez,Perempuan,950000,Electric Kettle,100000,2,200000,5
f0480c6f,2023-01-10,Mason Miller,Laki-laki,1200000,Vacuum Cleaner,1000000,2,2000000,3
42ca1169,2023-01-10,Mila Campbell,Laki-laki,600000,Camera,250000,3,750000,1
886fe75e,2023-01-10,Kevin Gonzalez,Laki-laki,400000,Camera,500000,2,1000000,3
c4d8721b,2023-01-10,Lillian Lopez,Perempuan,600.000,Power Bank,100.000,4,400.000,4
24868c13,2023-01-10,Gavin Rodriguez,Perempuan,950000,Sewing Machine,500000,2,1000000,5
39254858,2023-01-10,Luna Baker,Laki-laki,1200000,Smart Home Hub,1000000,3,3000000,4
6718cb2f,2023-01-10,Mason Campbell,Laki-laki,600000,Action Camera,500000,4,2000000,5
df35eb42,2023-01-10,Elizabeth Collins,Laki-laki,600000,Electric Toothbrush,1000000,1,1000000,2
35cee769,2023-01-10,Harper Allen,Laki-laki,400000,Printer,250000,2,500000,2
226f0e0b,2023-01-10,Nora Williams,Laki-laki,400000,Portable Fan,1000000,1,1000000,4
63802be8,2023-01-10,Tyler Rodriguez,Perempuan,600000,Home Theater System,1000000,1,1000000,5
846b3146,2023-01-10,Gavin Brown,Laki-laki,400000,Toaster,250000,1,250000,4
281f7c09,2023-01-10,Budi Moore,Laki-laki,950000,Wind Turbine,500000,1,500000,3
72dccdf4,2023-01-10,Audrey Williams,Laki-laki,950.000,Monitor,100.000,9,900.000,3
76b0b09a,2023-01-10,Sari Robinson,Laki-laki,1200000,Electric Kettle,1000000,4,4000000,1
3550dd86,2023-01-10,Riley Smith,Laki-laki,950.000,Smartwatch,100.000,4,400.000,2
b1457acf,2023-01-10,Rudi Mitchell,Laki-laki,600000,Sewing Machine,100000,4,400000,1
73a00c54,2023-01-10,Madison Robinson,Perempuan,400000,Coffee Maker,1000000,2,2000000,3
a65ee9d6,2023-01-10,John Carter,Laki-laki,1200000,Microwave Oven,100000,1,100000,4
14cc35dc,2023-01-10,Scarlett Martin,Laki-laki,400.000,Food Processor,1.000.000,2,2.000.000,5
069b14fa,2023-01-10,Sari Smith,Perempuan,1200000,VR Headset,100000,4,400000,2
7d7d0fc5,2023-01-10,Alexander Anderson,Laki-laki,600000,Printer,500000,1,500000,4
399c3bd5,2023-01-10,Jessica Wright,Laki-laki,400000,E-Reader,500000,2,1000000,2
52e4749b,2023-01-10,Connor Green,Perempuan,950.000,Dehumidifier,500.000,3,1.500.000,4
804be0c0,2023-01-10,Brandon Nelson,Laki-laki,600000,Microwave Oven,100000,4,400000,5
4ea252ca,2023-01-10,Jack Mitchell,Laki-laki,600.000,Refrigerator,100.000,8,800.000,4
6ecaf549,2023-01-10,Adam Johnson,Perempuan,400000,Electric Toothbrush,1000000,2,2000000,4
e0735334,2023-01-10,Ayu Williams,Perempuan,600000,Electric Kettle,100000,2,200000,1
f812c975,2023-01-10,Mason Taylor,Perempuan,950000,Smart Thermostat,500000,1,500000,5
329e3d85,2023-01-10,Sophia Green,Laki-laki,600000,Toaster,1000000,1,1000000,2
a598896a,2023-01-10,Hazel Hall,Laki-laki,400000,Mouse,100000,4,400000,1
3e4b1cc6,2023-01-10,Nathan Thompson,Laki-laki,1200000,Dishwasher,500000,3,1500000,2
02f5daa9,2023-01-10,Logan Moore,Laki-laki,950000,Air Fryer,500000,2,1000000,4
9763ed8d,2023-01-10,Ayu Lopez,Perempuan,600000,Smart Lock,250000,3,750000,2
4d315ced,2023-01-10,Mia Mitchell,Perempuan,1200000,Flash Drive,100000,4,400000,3
be32c2d8,2023-01-10,Mason Campbell,Laki-laki,400000,Keyboard,250000,4,1000000,3
a935388b,2023-01-10,Ethan Harris,Laki-laki,400000,VR Headset,500000,3,1500000,2
709c22b9,2023-01-10,Ella Campbell,Perempuan,400000,Tablet,1000000,4,4000000,3
236da542,2023-01-10,Sari Walker,Perempuan,1200000,Router,250000,1,250000,3
3e9fc5a1,2023-01-10,Justin Thompson,Perempuan,1200000,Mouse,250000,3,750000,3
3f82fa6b,2023-01-10,Ella Nelson,Laki-laki,400000,Blender,100000,3,300000,5
b053db03,2023-01-10,Ava Clark,Laki-laki,400000,Router,100000,2,200000,3
e5afd0a4,2023-01-10,Laura Green,Perempuan,950000,Sewing Machine,1000000,4,4000000,3
026d15ad,2023-01-10,Evan Thomas,Laki-laki,950000,HDMI Cable,100000,1,100000,4
a80d068f,2023-01-10,Eric Thompson,Laki-laki,950000,Power Bank,1000000,3,3000000,4
3b06218a,2023-01-10,Stella Harris,Laki-laki,950000,Laptop,500000,1,500000,2
adc68503,2023-01-10,Ayu Turner,Perempuan,400000,Action Camera,500000,1,500000,1
92ee0afa,2023-01-10,Connor Mitchell,Laki-laki,400000,Water Purifier,1000000,1,1000000,4
2d4d8d87,2023-01-10,Scarlett Perez,Laki-laki,400000,Monitor,1000000,2,2000000,3
2c36c0f2,2023-01-11,Nora Green,Laki-laki,1200000,Projector,1000000,3,3000000,4
97b04077,2023-01-11,Adam Taylor,Laki-laki,600000,Water Purifier,100000,3,300000,3
fa165b40,2023-01-11,Christopher Martin,Perempuan,950000,Air Fryer,1000000,2,2000000,4
ade29645,2023-01-11,Mia Jackson,Laki-laki,400000,Power Bank,250000,1,250000,1
f515f2ba,2023-01-11,Jessica Edwards,Laki-laki,950000,Webcam,500000,4,2000000,5
ad99fac6,2023-01-11,Chloe Young,Perempuan,600000,Electric Toothbrush,100000,2,200000,5
ddf44ec6,2023-01-11,Brandon Parker,Laki-laki,400000,Drone,1000000,2,2000000,1
4d471378,2023-01-11,Rudi Smith,Perempuan,1200000,Soundbar,1000000,1,1000000,5
60c02596,2023-01-11,William Scott,Perempuan,600000,Desk Lamp,250000,4,1000000,2
f86f4777,2023-01-11,Mason Thompson,Perempuan,1200000,Bluetooth Speaker,1000000,1,1000000,4
bfe45945,2023-01-11,Ava Garcia,Laki-laki,1200000,Laptop,1000000,2,2000000,3
9201fb9a,2023-01-11,Mason Thomas,Laki-laki,600000,Flash Drive,100000,2,200000,1
87a566e9,2023-01-11,Jack Martin,Perempuan,400000,Mouse,1000000,3,3000000,5
7416ed7b,2023-01-11,Lucy Rodriguez,Perempuan,600000,Electric Toothbrush,500000,3,1500000,4
5c04829e,2023-01-11,Eric Wright,Laki-laki,600000,Microwave Oven,250000,4,1000000,4
f128dd71,2023-01-11,Olivia Moore,Laki-laki,1200000,Dishwasher,100000,2,200000,5
3e28c3d3,2023-01-11,Lillian Hernandez,Perempuan,950000,Dehumidifier,1000000,3,3000000,2
50fede77,2023-01-11,Luna Harris,Laki-laki,600000,3D Printer,1000000,4,4000000,3
98c789be,2023-01-11,Brian Smith,Laki-laki,400000,Straightening Iron,1000000,1,1000000,5
00ee3fe9,2023-01-11,Nina Hall,Laki-laki,950000,Smart Lock,500000,4,2000000,5
1c1fe86c,2023-01-11,Gavin Adams,Laki-laki,950000,Washing Machine,250000,1,250000,4
